,baron-human,segerstolpe,muraro,xin,pollen,li
human2_lib3.final_cell_0272,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0273,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0274,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib3.final_cell_0275,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0276,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0277,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0278,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0279,activated_stellate,unassigned,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0280,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0281,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0282,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0283,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0284,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0285,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0286,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0287,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0288,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0289,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0290,beta,co-expression,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0291,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0292,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib3.final_cell_0293,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0294,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0295,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0296,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0297,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0298,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0299,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0300,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0301,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0302,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0303,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0304,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0305,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib3.final_cell_0306,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0307,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0308,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0309,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0310,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0311,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0312,unassigned,acinar,acinar,unassigned,unassigned,unassigned
human2_lib3.final_cell_0313,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0314,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0315,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0316,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0317,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0318,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0319,unassigned,acinar,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0320,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0321,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0322,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0323,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib3.final_cell_0324,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0325,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0326,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0327,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0328,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0329,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0330,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0331,delta,unassigned,delta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0332,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0333,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0334,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0335,ductal,acinar,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0336,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0337,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0338,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0339,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0340,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0341,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0342,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0343,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0344,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0345,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0346,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0347,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0348,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0349,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib3.final_cell_0350,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0351,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0352,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0353,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0354,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0355,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0356,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0357,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0358,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0359,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0360,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0361,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0362,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0363,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0364,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0365,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0366,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0367,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0368,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0369,unassigned,acinar,acinar,unassigned,unassigned,unassigned
human2_lib3.final_cell_0370,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0371,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0372,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0373,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0374,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0375,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0376,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0377,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0378,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0379,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0380,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0381,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0382,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0383,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0384,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0385,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0386,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0387,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0388,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0389,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0390,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0391,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0392,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0393,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0394,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0395,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0396,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0397,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0398,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0399,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0400,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0401,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0402,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0403,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0404,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0405,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0406,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0407,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0408,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0409,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0410,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0411,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0412,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0413,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0414,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0415,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0416,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0417,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib3.final_cell_0418,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0419,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0420,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0421,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib3.final_cell_0422,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0423,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0424,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0425,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0426,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0427,unassigned,acinar,acinar,unassigned,unassigned,unassigned
human2_lib3.final_cell_0428,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0429,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0430,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0431,beta,co-expression,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0432,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0433,beta,co-expression,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0434,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0435,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0436,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0437,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0438,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0439,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0440,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0441,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0442,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0443,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0444,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0445,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0446,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0447,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0448,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0449,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0450,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0451,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0452,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0453,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0454,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0455,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0456,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0457,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0458,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0459,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0460,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0461,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0462,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0463,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0464,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0465,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0466,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0467,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0468,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0469,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0470,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0471,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0472,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0473,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0474,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0475,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0476,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0477,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib3.final_cell_0478,unassigned,acinar,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0479,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0480,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0481,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0482,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0483,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0484,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0485,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0486,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0487,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0488,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0489,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0490,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0491,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib3.final_cell_0492,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0493,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0494,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0495,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0496,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0497,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0498,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0499,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0500,activated_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0501,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0502,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0503,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib3.final_cell_0504,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0505,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0506,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0507,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0508,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0509,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0510,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0511,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0512,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0513,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0514,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0515,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0516,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0517,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0518,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0519,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0520,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0521,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0522,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0523,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0524,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0525,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0526,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0527,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0528,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0529,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib3.final_cell_0530,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0531,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0532,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0533,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0534,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0535,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0536,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0537,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0538,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0539,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0540,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0541,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0542,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0543,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0544,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0545,activated_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0546,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0547,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0548,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0549,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0550,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0551,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0552,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0553,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0554,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0555,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0556,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0557,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0558,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0559,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0560,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0561,activated_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0562,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0563,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0564,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib3.final_cell_0565,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0001,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0002,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0003,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0004,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0005,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0006,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0007,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0008,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0009,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0010,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0011,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0012,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0013,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0014,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0015,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0016,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0017,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0018,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0019,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0020,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0021,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0022,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0023,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0024,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0025,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0026,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0027,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0028,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0029,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0030,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib1.final_cell_0031,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib1.final_cell_0032,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
