,baron-human,segerstolpe,muraro,xin,pollen,li
human3_lib4.final_cell_0016,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0017,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0018,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0019,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0020,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0021,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0022,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0023,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0024,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0025,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0026,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0027,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0028,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0029,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0030,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0031,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0032,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0033,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0034,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0035,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0036,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0037,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0038,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0039,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0040,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0041,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0042,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0043,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0044,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0045,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0046,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0047,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0048,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0049,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0050,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0051,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0052,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0053,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0054,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0055,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0056,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0057,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0058,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0059,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0060,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0061,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0062,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0063,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0064,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0065,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0066,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0067,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib4.final_cell_0068,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0069,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0070,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0071,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0072,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0073,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0074,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0075,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0076,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0077,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0078,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0079,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0080,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0081,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0082,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0083,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0084,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0085,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0086,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0087,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0088,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0089,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib4.final_cell_0090,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0091,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0092,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0093,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0094,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0095,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0096,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0097,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0098,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0099,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0100,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0101,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0102,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0103,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0104,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0105,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0106,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0107,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0108,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0109,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0110,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0111,acinar,unassigned,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0112,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0113,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0114,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0115,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0116,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0117,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0118,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0119,activated_stellate,PSC,unassigned,alpha,unassigned,unassigned
human3_lib4.final_cell_0120,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0121,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0122,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0123,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0124,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0125,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0126,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0127,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0128,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0129,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0130,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0131,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0132,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0133,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0134,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0135,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0136,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0137,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0138,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0139,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0140,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0141,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0142,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0143,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0144,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib4.final_cell_0145,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0146,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0147,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0148,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0149,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0150,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0151,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0152,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0153,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib4.final_cell_0154,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib4.final_cell_0155,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0156,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib4.final_cell_0157,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0158,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0159,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0160,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0161,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0162,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0163,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0164,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0165,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0166,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0167,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0168,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0169,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0170,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0171,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0172,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib4.final_cell_0173,unassigned,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0174,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0175,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0176,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0177,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0178,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0179,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0180,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0181,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0182,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0183,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0184,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0185,alpha,alpha,alpha,alpha,unassigned,unassigned
human3_lib4.final_cell_0186,alpha,unclassified endocrine,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0187,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0188,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0189,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0190,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0191,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0192,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0193,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0194,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0195,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0196,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0197,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0198,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0199,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0200,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0201,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0202,delta,delta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0203,delta,delta,delta,unassigned,unassigned,unassigned
human3_lib4.final_cell_0204,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib4.final_cell_0205,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0206,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0207,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0208,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0209,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0210,ductal,ductal,ductal,unassigned,unassigned,unassigned
