reference,mapping,threshold,n_features,n_nn,accuracy
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,69.1029900332226
pollen,pollen,0.5,200,5,66.1129568106312
pollen,pollen,0.5,200,5,68.1063122923588
pollen,pollen,0.5,200,5,65.4485049833887
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,64.4518272425249
pollen,pollen,0.5,200,5,67.4418604651163
pollen,pollen,0.5,200,5,63.1229235880399
pollen,pollen,0.5,200,5,66.4451827242525
pollen,pollen,0.5,200,5,61.7940199335548
pollen,pollen,0.5,200,5,64.7840531561462
pollen,pollen,0.5,200,5,64.1196013289037
pollen,pollen,0.5,200,5,62.4584717607973
pollen,pollen,0.5,200,5,68.7707641196013
pollen,pollen,0.5,200,5,65.4485049833887
pollen,pollen,0.5,200,5,69.4352159468439
pollen,pollen,0.5,200,5,59.8006644518272
pollen,pollen,0.5,200,5,68.7707641196013
pollen,pollen,0.5,200,5,67.4418604651163
pollen,pollen,0.5,200,5,69.4352159468439
pollen,pollen,0.5,200,5,67.4418604651163
pollen,pollen,0.5,200,5,68.1063122923588
pollen,pollen,0.5,200,5,67.7740863787375
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,71.0963455149502
pollen,pollen,0.5,200,5,68.1063122923588
pollen,pollen,0.5,200,5,70.7641196013289
pollen,pollen,0.5,200,5,71.0963455149502
pollen,pollen,0.5,200,5,68.7707641196013
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,62.4584717607973
pollen,pollen,0.5,200,5,61.7940199335548
pollen,pollen,0.5,200,5,66.4451827242525
pollen,pollen,0.5,200,5,66.4451827242525
pollen,pollen,0.5,200,5,62.7906976744186
pollen,pollen,0.5,200,5,63.7873754152824
pollen,pollen,0.5,200,5,66.4451827242525
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,67.4418604651163
pollen,pollen,0.5,200,5,65.1162790697674
pollen,pollen,0.5,200,5,66.4451827242525
pollen,pollen,0.5,200,5,70.4318936877076
pollen,pollen,0.5,200,5,68.1063122923588
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,62.4584717607973
pollen,pollen,0.5,200,5,64.7840531561462
pollen,pollen,0.5,200,5,65.78073089701
pollen,pollen,0.5,200,5,68.7707641196013
pollen,pollen,0.5,200,5,67.7740863787375
pollen,pollen,0.5,200,5,65.4485049833887
pollen,pollen,0.5,200,5,64.4518272425249
pollen,pollen,0.5,2000,10,80.7308970099668
pollen,pollen,0.5,2000,10,80.3986710963455
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,75.4152823920266
pollen,pollen,0.5,2000,10,77.0764119601329
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,75.0830564784053
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,73.7541528239203
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,79.4019933554817
pollen,pollen,0.5,2000,10,77.0764119601329
pollen,pollen,0.5,2000,10,80.0664451827243
pollen,pollen,0.5,2000,10,75.4152823920266
pollen,pollen,0.5,2000,10,74.7508305647841
pollen,pollen,0.5,2000,10,79.734219269103
pollen,pollen,0.5,2000,10,74.4186046511628
pollen,pollen,0.5,2000,10,76.7441860465116
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,75.7475083056478
pollen,pollen,0.5,2000,10,76.0797342192691
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,81.7275747508306
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,77.0764119601329
pollen,pollen,0.5,2000,10,76.0797342192691
pollen,pollen,0.5,2000,10,76.7441860465116
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,75.0830564784053
pollen,pollen,0.5,2000,10,73.7541528239203
pollen,pollen,0.5,2000,10,83.0564784053156
pollen,pollen,0.5,2000,10,79.734219269103
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,77.7408637873754
pollen,pollen,0.5,2000,10,79.734219269103
pollen,pollen,0.5,2000,10,76.0797342192691
pollen,pollen,0.5,2000,10,75.7475083056478
pollen,pollen,0.5,2000,10,80.7308970099668
pollen,pollen,0.5,2000,10,78.0730897009967
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,77.0764119601329
pollen,pollen,0.5,2000,10,77.0764119601329
pollen,pollen,0.5,2000,10,74.0863787375415
pollen,pollen,0.5,2000,10,75.7475083056478
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,75.0830564784053
pollen,pollen,0.5,2000,10,73.0897009966777
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,76.0797342192691
pollen,pollen,0.5,2000,10,73.7541528239203
pollen,pollen,0.5,2000,10,75.4152823920266
pollen,pollen,0.5,2000,10,80.3986710963455
pollen,pollen,0.5,2000,10,80.3986710963455
pollen,pollen,0.5,2000,10,78.4053156146179
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,79.734219269103
pollen,pollen,0.5,2000,10,77.4086378737541
pollen,pollen,0.5,2000,10,80.7308970099668
pollen,pollen,0.5,2000,10,77.4086378737541
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,74.0863787375415
pollen,pollen,0.5,2000,10,82.7242524916943
pollen,pollen,0.5,2000,10,83.0564784053156
pollen,pollen,0.5,2000,10,83.3887043189369
pollen,pollen,0.5,2000,10,82.7242524916943
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,82.0598006644518
pollen,pollen,0.5,2000,10,74.7508305647841
pollen,pollen,0.5,2000,10,82.0598006644518
pollen,pollen,0.5,2000,10,75.7475083056478
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,80.3986710963455
pollen,pollen,0.5,2000,10,72.4252491694352
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,76.7441860465116
pollen,pollen,0.5,2000,10,80.7308970099668
pollen,pollen,0.5,2000,10,74.0863787375415
pollen,pollen,0.5,2000,10,77.4086378737541
pollen,pollen,0.5,2000,10,73.421926910299
pollen,pollen,0.5,2000,10,78.7375415282392
pollen,pollen,0.5,2000,10,77.4086378737541
pollen,pollen,0.5,2000,10,80.0664451827243
pollen,pollen,0.5,2000,10,77.7408637873754
pollen,pollen,0.5,2000,10,75.0830564784053
pollen,pollen,0.5,2000,10,80.3986710963455
pollen,pollen,0.5,2000,10,75.4152823920266
pollen,pollen,0.5,2000,10,81.3953488372093
pollen,pollen,0.5,2000,10,79.734219269103
pollen,pollen,0.5,2000,10,80.7308970099668
pollen,pollen,0.5,2000,10,83.0564784053156
pollen,pollen,0.5,2000,10,75.0830564784053
pollen,pollen,0.5,2000,10,79.0697674418605
pollen,pollen,0.5,2000,10,78.0730897009967
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,76.4119601328904
pollen,pollen,0.5,2000,10,77.7408637873754
pollen,pollen,0.5,2000,10,82.0598006644518
pollen,pollen,0.5,2000,5,57.4750830564784
pollen,pollen,0.5,2000,5,58.8039867109634
pollen,pollen,0.5,2000,5,54.485049833887
pollen,pollen,0.5,2000,5,51.1627906976744
pollen,pollen,0.5,2000,5,52.8239202657807
pollen,pollen,0.5,2000,5,49.1694352159468
pollen,pollen,0.5,2000,5,49.5016611295681
pollen,pollen,0.5,2000,5,52.4916943521595
pollen,pollen,0.5,2000,5,49.1694352159468
pollen,pollen,0.5,2000,5,56.8106312292359
pollen,pollen,0.5,2000,5,55.4817275747508
pollen,pollen,0.5,2000,5,54.485049833887
pollen,pollen,0.5,2000,5,55.8139534883721
pollen,pollen,0.5,2000,5,49.1694352159468
pollen,pollen,0.5,2000,5,53.8205980066445
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,55.1495016611296
pollen,pollen,0.5,2000,5,52.8239202657807
pollen,pollen,0.5,2000,5,54.1528239202658
pollen,pollen,0.5,2000,5,57.1428571428571
pollen,pollen,0.5,2000,5,55.1495016611296
pollen,pollen,0.5,2000,5,53.4883720930233
pollen,pollen,0.5,2000,5,52.8239202657807
pollen,pollen,0.5,2000,5,49.8338870431894
pollen,pollen,0.5,2000,5,56.4784053156146
pollen,pollen,0.5,2000,5,49.8338870431894
pollen,pollen,0.5,2000,5,53.8205980066445
pollen,pollen,0.5,2000,5,47.5083056478405
pollen,pollen,0.5,2000,5,52.8239202657807
pollen,pollen,0.5,2000,5,56.1461794019934
pollen,pollen,0.5,2000,5,49.8338870431894
pollen,pollen,0.5,2000,5,52.4916943521595
pollen,pollen,0.5,2000,5,57.4750830564784
pollen,pollen,0.5,2000,5,53.156146179402
pollen,pollen,0.5,2000,5,58.4717607973422
pollen,pollen,0.5,2000,5,50.8305647840532
pollen,pollen,0.5,2000,5,50.1661129568106
pollen,pollen,0.5,2000,5,51.4950166112957
pollen,pollen,0.5,2000,5,50.1661129568106
pollen,pollen,0.5,2000,5,55.1495016611296
pollen,pollen,0.5,2000,5,51.4950166112957
pollen,pollen,0.5,2000,5,57.4750830564784
pollen,pollen,0.5,2000,5,49.8338870431894
pollen,pollen,0.5,2000,5,54.1528239202658
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,51.1627906976744
pollen,pollen,0.5,2000,5,50.8305647840532
pollen,pollen,0.5,2000,5,53.156146179402
pollen,pollen,0.5,2000,5,52.4916943521595
pollen,pollen,0.5,2000,5,54.8172757475083
pollen,pollen,0.5,2000,5,51.8272425249169
pollen,pollen,0.5,2000,5,49.5016611295681
pollen,pollen,0.5,2000,5,53.4883720930233
pollen,pollen,0.5,2000,5,51.8272425249169
pollen,pollen,0.5,2000,5,53.8205980066445
pollen,pollen,0.5,2000,5,52.8239202657807
pollen,pollen,0.5,2000,5,54.1528239202658
pollen,pollen,0.5,2000,5,56.1461794019934
pollen,pollen,0.5,2000,5,57.4750830564784
pollen,pollen,0.5,2000,5,48.5049833887043
pollen,pollen,0.5,2000,5,59.1362126245847
pollen,pollen,0.5,2000,5,54.8172757475083
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,53.8205980066445
pollen,pollen,0.5,2000,5,55.8139534883721
pollen,pollen,0.5,2000,5,59.468438538206
pollen,pollen,0.5,2000,5,58.1395348837209
pollen,pollen,0.5,2000,5,60.797342192691
pollen,pollen,0.5,2000,5,53.156146179402
pollen,pollen,0.5,2000,5,61.4617940199336
pollen,pollen,0.5,2000,5,49.5016611295681
pollen,pollen,0.5,2000,5,60.1328903654485
pollen,pollen,0.5,2000,5,52.4916943521595
pollen,pollen,0.5,2000,5,54.8172757475083
pollen,pollen,0.5,2000,5,50.4983388704319
pollen,pollen,0.5,2000,5,50.4983388704319
pollen,pollen,0.5,2000,5,51.1627906976744
pollen,pollen,0.5,2000,5,51.4950166112957
pollen,pollen,0.5,2000,5,56.4784053156146
pollen,pollen,0.5,2000,5,49.5016611295681
pollen,pollen,0.5,2000,5,55.4817275747508
pollen,pollen,0.5,2000,5,50.1661129568106
pollen,pollen,0.5,2000,5,55.4817275747508
pollen,pollen,0.5,2000,5,49.1694352159468
pollen,pollen,0.5,2000,5,54.8172757475083
pollen,pollen,0.5,2000,5,49.5016611295681
pollen,pollen,0.5,2000,5,51.4950166112957
pollen,pollen,0.5,2000,5,57.1428571428571
pollen,pollen,0.5,2000,5,50.4983388704319
pollen,pollen,0.5,2000,5,56.4784053156146
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,56.1461794019934
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,50.8305647840532
pollen,pollen,0.5,2000,5,54.8172757475083
pollen,pollen,0.5,2000,5,55.1495016611296
pollen,pollen,0.5,2000,5,52.1594684385382
pollen,pollen,0.5,2000,5,55.4817275747508
pollen,pollen,0.5,2000,5,57.4750830564784
pollen,pollen,0.5,2000,5,57.1428571428571
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,91.6943521594684
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,92.358803986711
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,92.0265780730897
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,93.3554817275748
pollen,pollen,0.5,500,10,87.375415282392
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,88.0398671096346
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,93.3554817275748
pollen,pollen,0.5,500,10,92.358803986711
pollen,pollen,0.5,500,10,88.0398671096346
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,88.3720930232558
pollen,pollen,0.5,500,10,92.358803986711
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,92.0265780730897
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,93.0232558139535
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,89.0365448504983
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,92.0265780730897
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,91.6943521594684
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,88.3720930232558
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,92.358803986711
pollen,pollen,0.5,500,10,88.7043189368771
pollen,pollen,0.5,500,10,90.0332225913621
pollen,pollen,0.5,500,10,88.3720930232558
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,91.0299003322259
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,87.0431893687708
pollen,pollen,0.5,500,10,90.6976744186046
pollen,pollen,0.5,500,10,90.3654485049834
pollen,pollen,0.5,500,10,91.6943521594684
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,91.3621262458472
pollen,pollen,0.5,500,10,91.6943521594684
pollen,pollen,0.5,500,10,89.3687707641196
pollen,pollen,0.5,500,10,89.7009966777409
pollen,pollen,0.5,500,10,92.0265780730897
pollen,pollen,0.5,500,10,88.3720930232558
pollen,pollen,0.5,500,5,74.7508305647841
pollen,pollen,0.5,500,5,69.1029900332226
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,69.1029900332226
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,71.4285714285714
pollen,pollen,0.5,500,5,69.4352159468439
pollen,pollen,0.5,500,5,68.4385382059801
pollen,pollen,0.5,500,5,69.1029900332226
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,73.7541528239203
pollen,pollen,0.5,500,5,70.7641196013289
pollen,pollen,0.5,500,5,71.0963455149502
pollen,pollen,0.5,500,5,69.4352159468439
pollen,pollen,0.5,500,5,70.7641196013289
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,71.0963455149502
pollen,pollen,0.5,500,5,74.4186046511628
pollen,pollen,0.5,500,5,73.7541528239203
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,72.4252491694352
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,68.7707641196013
pollen,pollen,0.5,500,5,67.4418604651163
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,71.4285714285714
pollen,pollen,0.5,500,5,71.4285714285714
pollen,pollen,0.5,500,5,76.4119601328904
pollen,pollen,0.5,500,5,75.0830564784053
pollen,pollen,0.5,500,5,70.4318936877076
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,74.4186046511628
pollen,pollen,0.5,500,5,68.7707641196013
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,73.7541528239203
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,69.4352159468439
pollen,pollen,0.5,500,5,71.0963455149502
pollen,pollen,0.5,500,5,75.7475083056478
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,75.7475083056478
pollen,pollen,0.5,500,5,76.0797342192691
pollen,pollen,0.5,500,5,71.4285714285714
pollen,pollen,0.5,500,5,69.4352159468439
pollen,pollen,0.5,500,5,69.7674418604651
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,69.1029900332226
pollen,pollen,0.5,500,5,67.7740863787375
pollen,pollen,0.5,500,5,74.4186046511628
pollen,pollen,0.5,500,5,74.7508305647841
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,72.4252491694352
pollen,pollen,0.5,500,5,75.4152823920266
pollen,pollen,0.5,500,5,71.7607973421927
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,75.4152823920266
pollen,pollen,0.5,500,5,70.7641196013289
pollen,pollen,0.5,500,5,75.0830564784053
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,70.7641196013289
pollen,pollen,0.5,500,5,70.0996677740864
pollen,pollen,0.5,500,5,73.7541528239203
pollen,pollen,0.5,500,5,74.0863787375415
pollen,pollen,0.5,500,5,70.4318936877076
pollen,pollen,0.5,500,5,74.0863787375415
pollen,pollen,0.5,500,5,71.0963455149502
pollen,pollen,0.5,500,5,69.7674418604651
pollen,pollen,0.5,500,5,73.7541528239203
pollen,pollen,0.5,500,5,74.0863787375415
pollen,pollen,0.5,500,5,68.7707641196013
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,69.4352159468439
pollen,pollen,0.5,500,5,71.4285714285714
pollen,pollen,0.5,500,5,73.0897009966777
pollen,pollen,0.5,500,5,72.7574750830565
pollen,pollen,0.5,500,5,70.7641196013289
pollen,pollen,0.5,500,5,74.4186046511628
pollen,pollen,0.5,500,5,69.7674418604651
pollen,pollen,0.5,500,5,68.4385382059801
pollen,pollen,0.5,500,5,72.0930232558139
pollen,pollen,0.5,500,5,73.421926910299
pollen,pollen,0.5,500,5,67.7740863787375
pollen,pollen,0.5,5000,10,72.0930232558139
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,69.7674418604651
pollen,pollen,0.5,5000,10,68.1063122923588
pollen,pollen,0.5,5000,10,67.109634551495
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.7740863787375
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,67.109634551495
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,71.4285714285714
pollen,pollen,0.5,5000,10,69.1029900332226
pollen,pollen,0.5,5000,10,72.4252491694352
pollen,pollen,0.5,5000,10,69.7674418604651
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,68.1063122923588
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.7740863787375
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,68.1063122923588
pollen,pollen,0.5,5000,10,69.1029900332226
pollen,pollen,0.5,5000,10,68.1063122923588
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.109634551495
pollen,pollen,0.5,5000,10,65.78073089701
pollen,pollen,0.5,5000,10,66.4451827242525
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,69.4352159468439
pollen,pollen,0.5,5000,10,68.7707641196013
pollen,pollen,0.5,5000,10,73.0897009966777
pollen,pollen,0.5,5000,10,78.4053156146179
pollen,pollen,0.5,5000,10,60.797342192691
pollen,pollen,0.5,5000,10,69.7674418604651
pollen,pollen,0.5,5000,10,66.4451827242525
pollen,pollen,0.5,5000,10,73.0897009966777
pollen,pollen,0.5,5000,10,71.4285714285714
pollen,pollen,0.5,5000,10,69.7674418604651
pollen,pollen,0.5,5000,10,66.7774086378738
pollen,pollen,0.5,5000,10,70.7641196013289
pollen,pollen,0.5,5000,10,70.7641196013289
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,67.7740863787375
pollen,pollen,0.5,5000,10,64.1196013289037
pollen,pollen,0.5,5000,10,64.4518272425249
pollen,pollen,0.5,5000,10,63.1229235880399
pollen,pollen,0.5,5000,10,69.4352159468439
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,67.109634551495
pollen,pollen,0.5,5000,10,68.4385382059801
pollen,pollen,0.5,5000,10,69.7674418604651
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,71.4285714285714
pollen,pollen,0.5,5000,10,68.7707641196013
pollen,pollen,0.5,5000,10,65.1162790697674
pollen,pollen,0.5,5000,10,64.4518272425249
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,68.7707641196013
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,67.109634551495
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,68.1063122923588
pollen,pollen,0.5,5000,10,71.7607973421927
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,66.7774086378738
pollen,pollen,0.5,5000,10,68.4385382059801
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,72.7574750830565
pollen,pollen,0.5,5000,10,68.4385382059801
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,68.4385382059801
pollen,pollen,0.5,5000,10,64.4518272425249
pollen,pollen,0.5,5000,10,65.78073089701
pollen,pollen,0.5,5000,10,66.7774086378738
pollen,pollen,0.5,5000,10,68.4385382059801
pollen,pollen,0.5,5000,10,71.4285714285714
pollen,pollen,0.5,5000,10,72.4252491694352
pollen,pollen,0.5,5000,10,66.4451827242525
pollen,pollen,0.5,5000,10,70.7641196013289
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,66.4451827242525
pollen,pollen,0.5,5000,10,70.7641196013289
pollen,pollen,0.5,5000,10,69.4352159468439
pollen,pollen,0.5,5000,10,63.7873754152824
pollen,pollen,0.5,5000,10,67.4418604651163
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,68.7707641196013
pollen,pollen,0.5,5000,10,70.4318936877076
pollen,pollen,0.5,5000,10,72.0930232558139
pollen,pollen,0.5,5000,10,71.0963455149502
pollen,pollen,0.5,5000,10,70.0996677740864
pollen,pollen,0.5,5000,5,44.5182724252492
pollen,pollen,0.5,5000,5,49.8338870431894
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,45.514950166113
pollen,pollen,0.5,5000,5,49.8338870431894
pollen,pollen,0.5,5000,5,47.8405315614618
pollen,pollen,0.5,5000,5,42.5249169435216
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,49.1694352159468
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,49.8338870431894
pollen,pollen,0.5,5000,5,51.1627906976744
pollen,pollen,0.5,5000,5,47.8405315614618
pollen,pollen,0.5,5000,5,43.5215946843854
pollen,pollen,0.5,5000,5,48.8372093023256
