reference,mapping,threshold,n_features,n_nn,accuracy
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,44.1860465116279
pollen,pollen,0.5,5000,5,42.5249169435216
pollen,pollen,0.5,5000,5,45.8471760797342
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,52.4916943521595
pollen,pollen,0.5,5000,5,42.5249169435216
pollen,pollen,0.5,5000,5,36.8770764119601
pollen,pollen,0.5,5000,5,45.8471760797342
pollen,pollen,0.5,5000,5,50.4983388704319
pollen,pollen,0.5,5000,5,43.1893687707641
pollen,pollen,0.5,5000,5,42.1926910299003
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,52.8239202657807
pollen,pollen,0.5,5000,5,53.4883720930233
pollen,pollen,0.5,5000,5,36.8770764119601
pollen,pollen,0.5,5000,5,51.8272425249169
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,38.8704318936877
pollen,pollen,0.5,5000,5,48.5049833887043
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,45.514950166113
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,43.5215946843854
pollen,pollen,0.5,5000,5,41.1960132890365
pollen,pollen,0.5,5000,5,40.8637873754153
pollen,pollen,0.5,5000,5,47.8405315614618
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,45.514950166113
pollen,pollen,0.5,5000,5,43.8538205980066
pollen,pollen,0.5,5000,5,44.5182724252492
pollen,pollen,0.5,5000,5,39.8671096345515
pollen,pollen,0.5,5000,5,44.1860465116279
pollen,pollen,0.5,5000,5,48.1727574750831
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,40.531561461794
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,43.1893687707641
pollen,pollen,0.5,5000,5,49.5016611295681
pollen,pollen,0.5,5000,5,50.4983388704319
pollen,pollen,0.5,5000,5,49.1694352159468
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,42.8571428571429
pollen,pollen,0.5,5000,5,45.1827242524917
pollen,pollen,0.5,5000,5,48.1727574750831
pollen,pollen,0.5,5000,5,42.8571428571429
pollen,pollen,0.5,5000,5,45.8471760797342
pollen,pollen,0.5,5000,5,43.8538205980066
pollen,pollen,0.5,5000,5,44.5182724252492
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,51.1627906976744
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,44.1860465116279
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,43.5215946843854
pollen,pollen,0.5,5000,5,41.8604651162791
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,50.8305647840532
pollen,pollen,0.5,5000,5,45.8471760797342
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,46.5116279069767
pollen,pollen,0.5,5000,5,44.5182724252492
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,45.514950166113
pollen,pollen,0.5,5000,5,44.8504983388704
pollen,pollen,0.5,5000,5,40.531561461794
pollen,pollen,0.5,5000,5,47.1760797342193
pollen,pollen,0.5,5000,5,47.5083056478405
pollen,pollen,0.5,5000,5,47.1760797342193
pollen,pollen,0.5,5000,5,48.8372093023256
pollen,pollen,0.5,5000,5,44.5182724252492
pollen,pollen,0.5,5000,5,49.1694352159468
pollen,pollen,0.5,5000,5,50.4983388704319
segerstolpe,segerstolpe,0.5,100,10,75.9167043911272
segerstolpe,segerstolpe,0.5,100,10,76.2788592123133
segerstolpe,segerstolpe,0.5,100,10,74.7849705749208
segerstolpe,segerstolpe,0.5,100,10,76.0977818017202
segerstolpe,segerstolpe,0.5,100,10,75.8714350384789
segerstolpe,segerstolpe,0.5,100,10,75.3734721593481
segerstolpe,segerstolpe,0.5,100,10,76.2788592123133
segerstolpe,segerstolpe,0.5,100,10,75.7808963331824
segerstolpe,segerstolpe,0.5,100,10,75.8261656858307
segerstolpe,segerstolpe,0.5,100,10,75.1018560434586
segerstolpe,segerstolpe,0.5,100,10,75.5998189225894
segerstolpe,segerstolpe,0.5,100,10,74.8755092802173
segerstolpe,segerstolpe,0.5,100,10,75.1923947487551
segerstolpe,segerstolpe,0.5,100,10,76.052512449072
segerstolpe,segerstolpe,0.5,100,10,73.9248528746039
segerstolpe,segerstolpe,0.5,100,10,75.1923947487551
segerstolpe,segerstolpe,0.5,100,10,75.6903576278859
segerstolpe,segerstolpe,0.5,100,10,76.3241285649615
segerstolpe,segerstolpe,0.5,100,10,75.9619737437755
segerstolpe,segerstolpe,0.5,100,10,76.7315527387958
segerstolpe,segerstolpe,0.5,100,10,75.2376641014033
segerstolpe,segerstolpe,0.5,100,10,76.6410140334993
segerstolpe,segerstolpe,0.5,100,10,75.6903576278859
segerstolpe,segerstolpe,0.5,100,10,75.1018560434586
segerstolpe,segerstolpe,0.5,100,10,74.649162516976
segerstolpe,segerstolpe,0.5,100,10,77.5011317338162
segerstolpe,segerstolpe,0.5,100,10,76.0072430964237
segerstolpe,segerstolpe,0.5,100,10,73.8343141693074
segerstolpe,segerstolpe,0.5,100,10,76.7768220914441
segerstolpe,segerstolpe,0.5,100,10,75.9619737437755
segerstolpe,segerstolpe,0.5,100,10,76.2788592123133
segerstolpe,segerstolpe,0.5,100,10,74.3775464010865
segerstolpe,segerstolpe,0.5,100,10,76.052512449072
segerstolpe,segerstolpe,0.5,100,10,75.5092802172929
segerstolpe,segerstolpe,0.5,100,10,76.5957446808511
segerstolpe,segerstolpe,0.5,100,10,74.649162516976
segerstolpe,segerstolpe,0.5,100,10,76.2788592123133
segerstolpe,segerstolpe,0.5,100,10,76.6862833861476
segerstolpe,segerstolpe,0.5,100,10,76.9126301493889
segerstolpe,segerstolpe,0.5,100,10,76.1430511543685
segerstolpe,segerstolpe,0.5,100,10,75.7356269805342
segerstolpe,segerstolpe,0.5,100,10,76.6862833861476
segerstolpe,segerstolpe,0.5,100,10,76.414667270258
segerstolpe,segerstolpe,0.5,100,10,75.5545495699412
segerstolpe,segerstolpe,0.5,100,10,75.4187415119964
segerstolpe,segerstolpe,0.5,100,10,77.2747849705749
segerstolpe,segerstolpe,0.5,100,10,75.2376641014033
segerstolpe,segerstolpe,0.5,100,10,76.0072430964237
segerstolpe,segerstolpe,0.5,100,10,75.5092802172929
segerstolpe,segerstolpe,0.5,100,10,75.7356269805342
segerstolpe,segerstolpe,0.5,100,10,76.8673607967406
segerstolpe,segerstolpe,0.5,100,10,75.9167043911272
segerstolpe,segerstolpe,0.5,100,10,74.8755092802173
segerstolpe,segerstolpe,0.5,100,10,75.6903576278859
segerstolpe,segerstolpe,0.5,100,10,75.4187415119964
segerstolpe,segerstolpe,0.5,100,10,75.9619737437755
segerstolpe,segerstolpe,0.5,100,10,75.6450882752377
segerstolpe,segerstolpe,0.5,100,10,75.4640108646446
segerstolpe,segerstolpe,0.5,100,10,74.7397012222725
segerstolpe,segerstolpe,0.5,100,10,74.6038931643277
segerstolpe,segerstolpe,0.5,100,10,76.8673607967406
segerstolpe,segerstolpe,0.5,100,10,75.3734721593481
segerstolpe,segerstolpe,0.5,100,10,75.1471253961068
segerstolpe,segerstolpe,0.5,100,10,74.6944318696243
segerstolpe,segerstolpe,0.5,100,10,78.0443639655953
segerstolpe,segerstolpe,0.5,100,10,75.0113173381621
segerstolpe,segerstolpe,0.5,100,10,76.052512449072
segerstolpe,segerstolpe,0.5,100,10,75.1018560434586
segerstolpe,segerstolpe,0.5,100,10,76.0072430964237
segerstolpe,segerstolpe,0.5,100,10,75.6450882752377
segerstolpe,segerstolpe,0.5,100,10,75.4640108646446
segerstolpe,segerstolpe,0.5,100,10,75.9167043911272
segerstolpe,segerstolpe,0.5,100,10,73.8795835219556
segerstolpe,segerstolpe,0.5,100,10,74.7397012222725
segerstolpe,segerstolpe,0.5,100,10,75.9619737437755
segerstolpe,segerstolpe,0.5,100,10,75.7356269805342
segerstolpe,segerstolpe,0.5,100,10,74.4228157537347
segerstolpe,segerstolpe,0.5,100,10,75.6903576278859
segerstolpe,segerstolpe,0.5,100,10,75.5092802172929
segerstolpe,segerstolpe,0.5,100,10,76.5504753282028
segerstolpe,segerstolpe,0.5,100,10,76.233589859665
segerstolpe,segerstolpe,0.5,100,10,77.5464010864645
segerstolpe,segerstolpe,0.5,100,10,76.5504753282028
segerstolpe,segerstolpe,0.5,100,10,75.0113173381621
segerstolpe,segerstolpe,0.5,100,10,74.7849705749208
segerstolpe,segerstolpe,0.5,100,10,74.7849705749208
segerstolpe,segerstolpe,0.5,100,10,76.3241285649615
segerstolpe,segerstolpe,0.5,100,10,74.9660479855138
segerstolpe,segerstolpe,0.5,100,10,75.2376641014033
segerstolpe,segerstolpe,0.5,100,10,76.9578995020371
segerstolpe,segerstolpe,0.5,100,10,75.8261656858307
segerstolpe,segerstolpe,0.5,100,10,75.8714350384789
segerstolpe,segerstolpe,0.5,100,10,76.0977818017202
segerstolpe,segerstolpe,0.5,100,10,75.5545495699412
segerstolpe,segerstolpe,0.5,100,10,74.28700769579
segerstolpe,segerstolpe,0.5,100,10,75.3734721593481
segerstolpe,segerstolpe,0.5,100,10,75.9619737437755
segerstolpe,segerstolpe,0.5,100,10,75.6903576278859
segerstolpe,segerstolpe,0.5,100,10,75.0565866908103
segerstolpe,segerstolpe,0.5,100,10,76.7768220914441
segerstolpe,segerstolpe,0.5,100,5,57.8089633318244
segerstolpe,segerstolpe,0.5,100,5,58.3069262109552
segerstolpe,segerstolpe,0.5,100,5,55.4096876414667
segerstolpe,segerstolpe,0.5,100,5,57.1751923947488
segerstolpe,segerstolpe,0.5,100,5,57.8995020371209
segerstolpe,segerstolpe,0.5,100,5,58.0805794477139
segerstolpe,segerstolpe,0.5,100,5,57.6278859212313
segerstolpe,segerstolpe,0.5,100,5,57.5826165685831
segerstolpe,segerstolpe,0.5,100,5,55.636034404708
segerstolpe,segerstolpe,0.5,100,5,56.4056133997284
segerstolpe,segerstolpe,0.5,100,5,58.3974649162517
segerstolpe,segerstolpe,0.5,100,5,56.2698053417836
segerstolpe,segerstolpe,0.5,100,5,57.8995020371209
segerstolpe,segerstolpe,0.5,100,5,57.6731552738796
segerstolpe,segerstolpe,0.5,100,5,55.8623811679493
segerstolpe,segerstolpe,0.5,100,5,56.9488456315075
segerstolpe,segerstolpe,0.5,100,5,57.8995020371209
segerstolpe,segerstolpe,0.5,100,5,58.2616568583069
segerstolpe,segerstolpe,0.5,100,5,57.9900407424174
segerstolpe,segerstolpe,0.5,100,5,58.1258488003622
segerstolpe,segerstolpe,0.5,100,5,56.5866908103214
segerstolpe,segerstolpe,0.5,100,5,59.1670439112721
segerstolpe,segerstolpe,0.5,100,5,58.3069262109552
segerstolpe,segerstolpe,0.5,100,5,57.4468085106383
segerstolpe,segerstolpe,0.5,100,5,57.1751923947488
segerstolpe,segerstolpe,0.5,100,5,58.1711181530104
segerstolpe,segerstolpe,0.5,100,5,57.4920778632866
segerstolpe,segerstolpe,0.5,100,5,56.5414214576732
segerstolpe,segerstolpe,0.5,100,5,58.0805794477139
segerstolpe,segerstolpe,0.5,100,5,57.2657311000453
segerstolpe,segerstolpe,0.5,100,5,57.8542326844726
segerstolpe,segerstolpe,0.5,100,5,56.9035762788592
segerstolpe,segerstolpe,0.5,100,5,57.4920778632866
segerstolpe,segerstolpe,0.5,100,5,57.4920778632866
segerstolpe,segerstolpe,0.5,100,5,57.039384336804
segerstolpe,segerstolpe,0.5,100,5,58.0805794477139
segerstolpe,segerstolpe,0.5,100,5,57.220461747397
segerstolpe,segerstolpe,0.5,100,5,58.8954277953825
segerstolpe,segerstolpe,0.5,100,5,56.9035762788592
segerstolpe,segerstolpe,0.5,100,5,58.4880036215482
segerstolpe,segerstolpe,0.5,100,5,57.40153915799
segerstolpe,segerstolpe,0.5,100,5,56.7677682209144
segerstolpe,segerstolpe,0.5,100,5,57.4920778632866
segerstolpe,segerstolpe,0.5,100,5,55.9981892258941
segerstolpe,segerstolpe,0.5,100,5,57.4468085106383
segerstolpe,segerstolpe,0.5,100,5,58.1711181530104
segerstolpe,segerstolpe,0.5,100,5,56.9941149841557
segerstolpe,segerstolpe,0.5,100,5,58.0353100950656
segerstolpe,segerstolpe,0.5,100,5,57.0846536894522
segerstolpe,segerstolpe,0.5,100,5,56.3150746944319
segerstolpe,segerstolpe,0.5,100,5,57.6731552738796
segerstolpe,segerstolpe,0.5,100,5,56.8130375735627
segerstolpe,segerstolpe,0.5,100,5,57.3562698053418
segerstolpe,segerstolpe,0.5,100,5,58.2616568583069
segerstolpe,segerstolpe,0.5,100,5,59.0312358533273
segerstolpe,segerstolpe,0.5,100,5,57.3110004526935
segerstolpe,segerstolpe,0.5,100,5,56.9941149841557
segerstolpe,segerstolpe,0.5,100,5,57.2657311000453
segerstolpe,segerstolpe,0.5,100,5,57.5826165685831
segerstolpe,segerstolpe,0.5,100,5,56.2698053417836
segerstolpe,segerstolpe,0.5,100,5,59.0312358533273
segerstolpe,segerstolpe,0.5,100,5,57.3110004526935
segerstolpe,segerstolpe,0.5,100,5,57.8995020371209
segerstolpe,segerstolpe,0.5,100,5,57.3562698053418
segerstolpe,segerstolpe,0.5,100,5,58.3974649162517
segerstolpe,segerstolpe,0.5,100,5,58.0805794477139
segerstolpe,segerstolpe,0.5,100,5,57.4920778632866
segerstolpe,segerstolpe,0.5,100,5,56.7224988682662
segerstolpe,segerstolpe,0.5,100,5,58.3069262109552
segerstolpe,segerstolpe,0.5,100,5,56.6319601629697
segerstolpe,segerstolpe,0.5,100,5,57.7636939791761
segerstolpe,segerstolpe,0.5,100,5,58.3069262109552
segerstolpe,segerstolpe,0.5,100,5,54.5043005885016
segerstolpe,segerstolpe,0.5,100,5,56.9488456315075
segerstolpe,segerstolpe,0.5,100,5,57.7184246265278
segerstolpe,segerstolpe,0.5,100,5,57.220461747397
segerstolpe,segerstolpe,0.5,100,5,55.9076505205975
segerstolpe,segerstolpe,0.5,100,5,57.039384336804
segerstolpe,segerstolpe,0.5,100,5,56.4056133997284
segerstolpe,segerstolpe,0.5,100,5,57.5373472159348
segerstolpe,segerstolpe,0.5,100,5,57.1299230421005
segerstolpe,segerstolpe,0.5,100,5,57.9447713897691
segerstolpe,segerstolpe,0.5,100,5,57.9900407424174
segerstolpe,segerstolpe,0.5,100,5,57.4468085106383
segerstolpe,segerstolpe,0.5,100,5,56.2698053417836
segerstolpe,segerstolpe,0.5,100,5,56.8130375735627
segerstolpe,segerstolpe,0.5,100,5,59.2575826165686
segerstolpe,segerstolpe,0.5,100,5,57.220461747397
segerstolpe,segerstolpe,0.5,100,5,55.3644182888185
segerstolpe,segerstolpe,0.5,100,5,58.3974649162517
segerstolpe,segerstolpe,0.5,100,5,56.9488456315075
segerstolpe,segerstolpe,0.5,100,5,57.9900407424174
segerstolpe,segerstolpe,0.5,100,5,57.9447713897691
segerstolpe,segerstolpe,0.5,100,5,56.3603440470801
segerstolpe,segerstolpe,0.5,100,5,57.0846536894522
segerstolpe,segerstolpe,0.5,100,5,58.7596197374378
segerstolpe,segerstolpe,0.5,100,5,58.0353100950656
segerstolpe,segerstolpe,0.5,100,5,56.3603440470801
segerstolpe,segerstolpe,0.5,100,5,56.6772295156179
segerstolpe,segerstolpe,0.5,100,5,58.623811679493
segerstolpe,segerstolpe,0.5,1000,10,85.740153915799
segerstolpe,segerstolpe,0.5,1000,10,84.4273426889995
segerstolpe,segerstolpe,0.5,1000,10,83.8841104572205
segerstolpe,segerstolpe,0.5,1000,10,84.5631507469443
segerstolpe,segerstolpe,0.5,1000,10,85.1969216840199
segerstolpe,segerstolpe,0.5,1000,10,84.9705749207786
segerstolpe,segerstolpe,0.5,1000,10,85.6043458578542
segerstolpe,segerstolpe,0.5,1000,10,84.2915346310548
segerstolpe,segerstolpe,0.5,1000,10,84.1104572204617
segerstolpe,segerstolpe,0.5,1000,10,83.8841104572205
segerstolpe,segerstolpe,0.5,1000,10,85.0611136260751
segerstolpe,segerstolpe,0.5,1000,10,83.8841104572205
segerstolpe,segerstolpe,0.5,1000,10,84.3820733363513
segerstolpe,segerstolpe,0.5,1000,10,85.1063829787234
segerstolpe,segerstolpe,0.5,1000,10,83.7483023992757
segerstolpe,segerstolpe,0.5,1000,10,85.5138071525577
segerstolpe,segerstolpe,0.5,1000,10,84.4273426889995
segerstolpe,segerstolpe,0.5,1000,10,84.5631507469443
segerstolpe,segerstolpe,0.5,1000,10,83.5219556360344
segerstolpe,segerstolpe,0.5,1000,10,83.2956088727931
segerstolpe,segerstolpe,0.5,1000,10,83.8841104572205
segerstolpe,segerstolpe,0.5,1000,10,84.6084200995926
segerstolpe,segerstolpe,0.5,1000,10,83.4766862833861
segerstolpe,segerstolpe,0.5,1000,10,84.5631507469443
segerstolpe,segerstolpe,0.5,1000,10,85.3779990946129
segerstolpe,segerstolpe,0.5,1000,10,84.15572657311
segerstolpe,segerstolpe,0.5,1000,10,85.559076505206
segerstolpe,segerstolpe,0.5,1000,10,84.2462652784065
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,84.6084200995926
segerstolpe,segerstolpe,0.5,1000,10,84.2462652784065
segerstolpe,segerstolpe,0.5,1000,10,84.7894975101856
segerstolpe,segerstolpe,0.5,1000,10,84.4273426889995
segerstolpe,segerstolpe,0.5,1000,10,83.6577636939792
segerstolpe,segerstolpe,0.5,1000,10,84.9705749207786
segerstolpe,segerstolpe,0.5,1000,10,85.2421910366682
segerstolpe,segerstolpe,0.5,1000,10,83.2956088727931
segerstolpe,segerstolpe,0.5,1000,10,83.6577636939792
segerstolpe,segerstolpe,0.5,1000,10,84.7894975101856
segerstolpe,segerstolpe,0.5,1000,10,85.1516523313717
segerstolpe,segerstolpe,0.5,1000,10,82.7071072883658
segerstolpe,segerstolpe,0.5,1000,10,83.1145314622001
segerstolpe,segerstolpe,0.5,1000,10,84.6084200995926
segerstolpe,segerstolpe,0.5,1000,10,82.3449524671797
segerstolpe,segerstolpe,0.5,1000,10,83.8388411045722
segerstolpe,segerstolpe,0.5,1000,10,83.6124943413309
segerstolpe,segerstolpe,0.5,1000,10,83.8388411045722
segerstolpe,segerstolpe,0.5,1000,10,83.2050701674966
segerstolpe,segerstolpe,0.5,1000,10,85.0158442734269
segerstolpe,segerstolpe,0.5,1000,10,85.1516523313717
segerstolpe,segerstolpe,0.5,1000,10,83.2956088727931
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,84.0199185151652
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,85.2874603893164
segerstolpe,segerstolpe,0.5,1000,10,84.6536894522408
segerstolpe,segerstolpe,0.5,1000,10,84.3820733363513
segerstolpe,segerstolpe,0.5,1000,10,84.9253055681304
segerstolpe,segerstolpe,0.5,1000,10,83.5672249886827
segerstolpe,segerstolpe,0.5,1000,10,83.2956088727931
segerstolpe,segerstolpe,0.5,1000,10,83.7935717519239
segerstolpe,segerstolpe,0.5,1000,10,85.1063829787234
segerstolpe,segerstolpe,0.5,1000,10,83.3408782254414
segerstolpe,segerstolpe,0.5,1000,10,84.7894975101856
segerstolpe,segerstolpe,0.5,1000,10,82.6618379357175
segerstolpe,segerstolpe,0.5,1000,10,84.6536894522408
segerstolpe,segerstolpe,0.5,1000,10,84.6536894522408
segerstolpe,segerstolpe,0.5,1000,10,84.336803983703
segerstolpe,segerstolpe,0.5,1000,10,84.2462652784065
segerstolpe,segerstolpe,0.5,1000,10,83.8388411045722
segerstolpe,segerstolpe,0.5,1000,10,84.2009959257583
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,84.1104572204617
segerstolpe,segerstolpe,0.5,1000,10,84.0651878678135
segerstolpe,segerstolpe,0.5,1000,10,84.2009959257583
segerstolpe,segerstolpe,0.5,1000,10,84.15572657311
segerstolpe,segerstolpe,0.5,1000,10,84.3820733363513
segerstolpe,segerstolpe,0.5,1000,10,84.0651878678135
segerstolpe,segerstolpe,0.5,1000,10,84.7442281575373
segerstolpe,segerstolpe,0.5,1000,10,83.3861475780896
segerstolpe,segerstolpe,0.5,1000,10,83.1145314622001
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,84.6989588048891
segerstolpe,segerstolpe,0.5,1000,10,84.15572657311
segerstolpe,segerstolpe,0.5,1000,10,84.1104572204617
segerstolpe,segerstolpe,0.5,1000,10,84.3820733363513
segerstolpe,segerstolpe,0.5,1000,10,85.8759619737438
segerstolpe,segerstolpe,0.5,1000,10,83.8841104572205
segerstolpe,segerstolpe,0.5,1000,10,85.1063829787234
segerstolpe,segerstolpe,0.5,1000,10,85.0611136260751
segerstolpe,segerstolpe,0.5,1000,10,85.740153915799
segerstolpe,segerstolpe,0.5,1000,10,83.2956088727931
segerstolpe,segerstolpe,0.5,1000,10,85.2421910366682
segerstolpe,segerstolpe,0.5,1000,10,84.2009959257583
segerstolpe,segerstolpe,0.5,1000,10,84.0199185151652
segerstolpe,segerstolpe,0.5,1000,10,84.2009959257583
segerstolpe,segerstolpe,0.5,1000,10,84.8347668628339
segerstolpe,segerstolpe,0.5,1000,10,84.336803983703
segerstolpe,segerstolpe,0.5,1000,10,82.8429153463105
segerstolpe,segerstolpe,0.5,1000,10,85.0158442734269
segerstolpe,segerstolpe,0.5,1000,5,68.7641466727026
segerstolpe,segerstolpe,0.5,1000,5,66.9986419194205
segerstolpe,segerstolpe,0.5,1000,5,66.545948392938
segerstolpe,segerstolpe,0.5,1000,5,68.7188773200543
segerstolpe,segerstolpe,0.5,1000,5,68.2209144409235
segerstolpe,segerstolpe,0.5,1000,5,68.2661837935718
segerstolpe,segerstolpe,0.5,1000,5,70.5296514259846
segerstolpe,segerstolpe,0.5,1000,5,68.3567224988683
segerstolpe,segerstolpe,0.5,1000,5,67.8134902670892
segerstolpe,segerstolpe,0.5,1000,5,67.4513354459031
segerstolpe,segerstolpe,0.5,1000,5,68.492530556813
segerstolpe,segerstolpe,0.5,1000,5,68.7188773200543
segerstolpe,segerstolpe,0.5,1000,5,68.9904934359439
segerstolpe,segerstolpe,0.5,1000,5,69.3073789044817
segerstolpe,segerstolpe,0.5,1000,5,67.949298325034
segerstolpe,segerstolpe,0.5,1000,5,69.4431869624264
segerstolpe,segerstolpe,0.5,1000,5,68.130375735627
segerstolpe,segerstolpe,0.5,1000,5,68.8094160253508
segerstolpe,segerstolpe,0.5,1000,5,68.6283386147578
segerstolpe,segerstolpe,0.5,1000,5,69.4431869624264
segerstolpe,segerstolpe,0.5,1000,5,69.0357627885921
segerstolpe,segerstolpe,0.5,1000,5,68.5377999094613
segerstolpe,segerstolpe,0.5,1000,5,67.9040289723857
segerstolpe,segerstolpe,0.5,1000,5,67.2702580353101
segerstolpe,segerstolpe,0.5,1000,5,67.9040289723857
segerstolpe,segerstolpe,0.5,1000,5,68.0398370303305
segerstolpe,segerstolpe,0.5,1000,5,69.6242643730195
segerstolpe,segerstolpe,0.5,1000,5,68.8094160253508
segerstolpe,segerstolpe,0.5,1000,5,67.4060660932549
segerstolpe,segerstolpe,0.5,1000,5,67.2249886826618
segerstolpe,segerstolpe,0.5,1000,5,68.31145314622
segerstolpe,segerstolpe,0.5,1000,5,67.5871435038479
segerstolpe,segerstolpe,0.5,1000,5,69.1715708465369
segerstolpe,segerstolpe,0.5,1000,5,68.4472612041648
segerstolpe,segerstolpe,0.5,1000,5,68.8546853779991
segerstolpe,segerstolpe,0.5,1000,5,68.130375735627
segerstolpe,segerstolpe,0.5,1000,5,67.4513354459031
segerstolpe,segerstolpe,0.5,1000,5,68.0851063829787
segerstolpe,segerstolpe,0.5,1000,5,68.492530556813
segerstolpe,segerstolpe,0.5,1000,5,69.2621095518334
